animal_type,symptoms,disease_name,disease_category,recommended_medicines,Primary Intervention (First Aid),Secondary Intervention (Medical Therapy)
dog,"elbow lameness in young large breed, intermittent forelimb lameness, crepitus on elbow flexion",Elbow Dysplasia,Orthopedic,"Meloxicam 0.1mg/kg SID, Adequan injections, Surgical fragment removal, Physiotherapy, Weight management",Restrict movement; use a makeshift stretcher for transport; do not manipulate the limb.,"NSAID analgesic therapy (e.g., Meloxicam, Carprofen); Surgical intervention (based on clinical assessment). Final selection based on clinical assessment."
dog,"excessive thirst, frequent urination, weight loss despite good appetite, cataracts, lethargy",Diabetes Mellitus,Endocrine,"Vetsulin (Porcine Insulin) 0.5 IU/kg BID, NPH Insulin, Dietary management (high fiber), Blood glucose monitoring","If conscious, offer a small amount of food or glucose gel on gums; monitor closely; contact vet urgently.",Insulin therapy (based on blood glucose monitoring). Final selection based on clinical assessment.
dog,"sweet fruity breath odor, vomiting, weakness, depression, glucose in urine, ketones in urine",Diabetic Ketoacidosis,Endocrine,"Emergency IV fluids, Regular Insulin CRI, Potassium supplementation, Bicarbonate if severe acidosis",Monitor for signs of weakness or collapse; ensure food intake is consistent; keep a diary of symptoms for the vet.,"Fluid therapy (e.g., Crystalloid IV, Ringer's Lactate); Insulin therapy (based on blood glucose monitoring); Electrolyte correction therapy (based on blood panel). Final selection based on clinical assessment."
dog,"sudden bilateral cataracts in middle-aged dog, glucose in urine, excessive drinking for weeks",Diabetes Mellitus with Cataracts,Endocrine,"Vetsulin 0.5 IU/kg BID, Phacoemulsification cataract surgery, High-fiber diet, Glucose curve monitoring","If conscious, offer a small amount of food or glucose gel on gums; monitor closely; contact vet urgently.",Surgical intervention (based on clinical assessment). Final selection based on clinical assessment.
dog,"obese dog with insulin resistance, poor glycemic control, polyuria/polydipsia, recurring infections",Insulin-Resistant Diabetes,Endocrine,"Vetsulin dose adjustment, Weight loss program, Dietary management, Test for concurrent Cushing's disease","If conscious, offer a small amount of food or glucose gel on gums; monitor closely; contact vet urgently.","Pharmacological therapy as determined by veterinary assessment; adjust based on body weight, severity, and diagnostic findings."
dog,"frequent urination small amounts, straining to urinate, blood in urine, licking genitals, accidents indoors",Urinary Tract Infection,Bacterial,"Amoxicillin-Clavulanate 12.5mg/kg BID x 10 days, Enrofloxacin 5mg/kg SID, Trimethoprim-Sulfa, Urine culture",Clean any visible wounds with mild antiseptic; isolate from other animals; prevent the animal from licking affected areas.,"Fluoroquinolone antibiotic therapy (e.g., Enrofloxacin); Broad-spectrum antibiotic therapy (e.g., Amoxicillin-Clavulanate). Final selection based on clinical assessment."
dog,"inability to urinate, crying in pain, distended bladder, kidney-area pain, vomiting",Urinary Blockage,Urological,"Emergency catheterization, IV fluids, Prazosin 1mg per dog BID, Ammonium chloride acidifiers, Urinary diet",Keep calm; do not press on the abdomen; ensure water is available; transport immediately.,"Fluid therapy (e.g., Crystalloid IV, Ringer's Lactate). Final selection based on clinical assessment."
dog,"recurrent UTIs in spayed female, bacteria in urine culture, urinary incontinence, urine scalding",Recurrent UTI/Vaginitis,Bacterial,"Culture-guided antibiotics, Phenylpropanolamine for incontinence, Perineal hygiene, Probiotics, Estriol",Clean any visible wounds with mild antiseptic; isolate from other animals; prevent the animal from licking affected areas.,Broad-spectrum antibiotic therapy (based on culture and sensitivity). Final selection based on clinical assessment.
dog,"painful urination, passing small blood clots, recumbent posture, urine culture positive for E.coli",Complicated UTI with Cystitis,Bacterial,"Enrofloxacin 5mg/kg SID x 14-28 days, Meloxicam 0.1mg/kg for pain, Urinary antiseptic, Increased water intake",Clean any visible wounds with mild antiseptic; isolate from other animals; prevent the animal from licking affected areas.,"Antiserum therapy; Fluoroquinolone antibiotic therapy (e.g., Enrofloxacin); NSAID analgesic therapy (e.g., Meloxicam, Carprofen). Final selection based on clinical assessment."
dog,"distended hard abdomen, unproductive retching, drooling, restlessness, pale gums, rapid breathing in large breed",Gastric Dilatation-Volvulus,Gastrointestinal/Emergency,"Emergency surgery (gastropexy), IV fluid resuscitation, Lidocaine CRI, Decompression trocar, Pain management",Do NOT give food or water; keep calm; restrict movement; transport immediately in a flat position.,Surgical intervention (based on clinical assessment). Final selection based on clinical assessment.
dog,"sudden collapse in large dog after meal, abdominal distension, groaning, weak pulse",Gastric Dilatation-Volvulus,Gastrointestinal/Emergency,"Immediate surgical intervention, IV crystalloids, Gastric decompression, Prophylactic gastropexy",Do NOT give food or water; keep calm; restrict movement; transport immediately in a flat position.,Surgical intervention (based on clinical assessment). Final selection based on clinical assessment.
dog,"great Dane eating rapidly then showing distress, tympanic abdomen on percussion, hypersalivation, shock",Gastric Dilatation-Volvulus,Gastrointestinal/Emergency,"Trocar decompression, Emergency exploratory laparotomy, Lidocaine 2mg/kg IV, Plasma expanders, Prophylactic gastropexy",Do NOT give food or water; keep calm; restrict movement; transport immediately in a flat position.,Surgical intervention (based on clinical assessment). Final selection based on clinical assessment.
dog,"white or pale pink gums, weakness, rapid breathing, collapse on minimal exertion, cold extremities",Anemia,Hematological,"Iron dextran injections, Doxycycline (if tick-borne), Blood transfusion if PCV<15%, Prednisolone for IMHA",Keep the animal calm and warm; restrict movement; monitor vital signs; transport to a veterinary clinic promptly.,"Tetracycline antibiotic therapy (e.g., Doxycycline); Corticosteroid therapy (e.g., Prednisolone); Iron supplementation therapy; Blood product transfusion therapy; Ectoparasitic treatment (e.g., Selamectin, Fipronil). Final selection based on clinical assessment."
dog,"jaundiced skin, dark urine, enlarged spleen, weakness, fever, hemoglobin in urine",Immune-Mediated Hemolytic Anemia,Hematological/Immune,"Prednisolone 2mg/kg SID, Azathioprine 2mg/kg EOD, Heparin, Mycophenolate, Blood transfusion",Keep the animal calm and warm; restrict movement; monitor vital signs; transport to a veterinary clinic promptly.,"Corticosteroid therapy (e.g., Prednisolone); Blood product transfusion therapy. Final selection based on clinical assessment."
dog,"sudden severe anemia, icterus, fever, tick exposure history, intravascular hemolysis",Babesiosis,Parasitic/Hematological,"Imidocarb dipropionate 6.6mg/kg IM x 2 doses, Doxycycline, Blood transfusion, Prednisone, IV fluids",Remove visible external parasites carefully (use gloves); check the whole body; avoid contact with wild animals.,"Fluid therapy (e.g., Crystalloid IV, Ringer's Lactate); Tetracycline antibiotic therapy (e.g., Doxycycline); Corticosteroid therapy (e.g., Prednisolone); Blood product transfusion therapy. Final selection based on clinical assessment."
dog,"pale gums, rapid heart rate, weakness after chronic flea infestation or hookworm infection in puppy",Iron Deficiency Anemia,Hematological,"Ferrous sulfate 100-300mg/day PO, Treat underlying parasites, Blood transfusion if critical, High-iron diet",Keep the animal calm and warm; restrict movement; monitor vital signs; transport to a veterinary clinic promptly.,Iron supplementation therapy; Blood product transfusion therapy. Final selection based on clinical assessment.
dog,"wet productive cough, fever 40°C+, difficulty breathing, blue-tinged gums, nasal discharge, lethargy",Pneumonia,Respiratory/Bacterial,"Amoxicillin-Clavulanate 12.5-25mg/kg BID, Enrofloxacin 5mg/kg, Nebulization, Oxygen therapy, Coupage",Clean any visible wounds with mild antiseptic; isolate from other animals; prevent the animal from licking affected areas.,"Fluoroquinolone antibiotic therapy (e.g., Enrofloxacin); Broad-spectrum antibiotic therapy (e.g., Amoxicillin-Clavulanate); Bronchodilator/Nebulization therapy; Supplemental oxygen therapy. Final selection based on clinical assessment."
dog,"labored breathing, crackling lung sounds, extended neck while breathing, green nasal discharge, weakness",Aspiration Pneumonia,Respiratory,"Clindamycin 11mg/kg BID, Metronidazole, Oxygen supplementation, Bronchodilators, Nebulization saline",Keep the animal in fresh air; minimise excitement; keep upright if breathing is laboured; do not muzzle.,"Fluid therapy (e.g., Crystalloid IV, Ringer's Lactate); Antimicrobial therapy (e.g., Metronidazole); Bronchodilator/Nebulization therapy; Supplemental oxygen therapy. Final selection based on clinical assessment."
dog,"acute onset respiratory distress after near-drowning, crackles on auscultation, frothy sputum",Aspiration/Near-Drowning Pneumonia,Respiratory,"Oxygen therapy, Furosemide 2mg/kg, Broad-spectrum antibiotics, Coupage, Bronchodilators, Monitoring",Hold animal head-down briefly to drain lungs; apply gentle chest compressions; keep warm; transport immediately.,"Diuretic therapy (e.g., Furosemide); Broad-spectrum antibiotic therapy (based on culture and sensitivity); Bronchodilator/Nebulization therapy; Supplemental oxygen therapy. Final selection based on clinical assessment."
dog,"gradual worsening cough, weight loss, night sweats, positive fungal serology, southwestern USA exposure",Coccidioidomycosis (Valley Fever),Fungal/Respiratory,"Itraconazole 5mg/kg BID long-term, Fluconazole 5-10mg/kg SID, Amphotericin B severe cases, 12+ months treatment",,
dog,"intense itching, hair loss starting on face and ears, crusty lesions, secondary infection, body-wide spread",Sarcoptic Mange (Scabies),Parasitic/Skin,"Ivermectin 0.2mg/kg weekly x 4 doses, Selamectin (Revolution) topical, Lime sulfur dips, Antibiotic for secondary infection",,
dog,"patchy hair loss especially on face/front legs, thickened skin, secondary pustules, immune-compromised dog",Demodex Mange,Parasitic/Skin,"Bravecto (Fluralaner), Nexgard (Afoxolaner), Ivermectin 0.3mg/kg SID, Miconazole shampoo, Amitraz dips",Remove visible external parasites carefully (use gloves); check the whole body; avoid contact with wild animals.,"Antiparasitic therapy (e.g., Ivermectin, Fenbendazole); Antifungal therapy (e.g., Fluconazole). Final selection based on clinical assessment."
dog,"generalized demodicosis with secondary deep pyoderma, crusted nodules, lymph node enlargement, lethargy",Generalized Demodicosis,Parasitic/Skin,"Fluralaner (Bravecto) 25mg/kg q12wks, Sarolaner (Simparica), Amoxicillin-Clavulanate, Chlorhexidine shampoo",Remove visible external parasites carefully (use gloves); check the whole body; avoid contact with wild animals.,"Broad-spectrum antibiotic therapy (e.g., Amoxicillin-Clavulanate). Final selection based on clinical assessment."
dog,"intense scratching at night, papular rash on elbows and ears, family members also itching, positive pinnal-pedal reflex",Sarcoptic Mange,Parasitic/Skin,"Selamectin Revolution x 3 monthly applications, Ivermectin 0.2mg/kg weekly, Treat all household pets, Prednisolone short course for itch",Remove visible external parasites carefully (use gloves); check the whole body; avoid contact with wild animals.,"Corticosteroid therapy (e.g., Prednisolone); Antiparasitic therapy (e.g., Ivermectin, Fenbendazole); Ectoparasitic treatment (e.g., Selamectin, Fipronil). Final selection based on clinical assessment."
dog,"sudden inability to use hind legs, pain on spinal palpation, loss of bladder control, neck stiffness",Intervertebral Disc Disease (IVDD),Neurological,"Prednisolone 2mg/kg, Methocarbamol 20mg/kg, Strict cage rest, Surgery (hemilaminectomy), Gabapentin",,
dog,"seizure lasting >5 minutes, paddling legs, loss of consciousness, post-ictal confusion, urination during seizure",Epilepsy,Neurological,"Phenobarbital 2-3mg/kg BID, Potassium Bromide 30mg/kg SID, Levetiracetam 20mg/kg TID, Diazepam rectal",Prevent the animal from injuring itself; keep the environment quiet and dim; do not restrain forcefully during a seizure.,"Anticonvulsant therapy (e.g., Phenobarbital); Electrolyte correction therapy (based on blood panel); Anxiolytic/Sedative therapy (e.g., Trazodone). Final selection based on clinical assessment."
dog,"head tilt, rolling to one side, rapid eye movement (nystagmus), falling over, vomiting",Vestibular Disease,Neurological,"Meclizine 25mg SID, Diazepam for nausea, Maropitant, Supportive nursing care, B vitamins",Prevent the animal from injuring itself; keep the environment quiet and dim; do not restrain forcefully during a seizure.,"Antiemetic therapy (e.g., Maropitant, Ondansetron); Anticonvulsant therapy (e.g., Phenobarbital); Anxiolytic/Sedative therapy (e.g., Trazodone). Final selection based on clinical assessment."
dog,"muscle stiffness all 4 limbs, inability to open mouth (lockjaw), rigid tail, erect ears",Tetanus,Bacterial (Clostridium),"Tetanus antitoxin, Penicillin G 20000 IU/kg TID, Diazepam 0.5mg/kg for muscle spasm, Wound debridement",Clean any visible wounds with mild antiseptic; isolate from other animals; prevent the animal from licking affected areas.,"Anticonvulsant therapy (e.g., Phenobarbital); Anxiolytic/Sedative therapy (e.g., Trazodone). Final selection based on clinical assessment."
